travelTimeMeta_ID,site_ID,citation_ID,name,longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,,
445,3672,80,MSC016,-90.0365,35.9377,SCPT,2003.10.21,,Vs,176.4497,m/s,19.9,m,m,m/s,>.5,,old
446,3673,80,MSC017,-90.0915,35.8073,SCPT,2003.10.21,,Vs,179.2301,m/s,18.95,m,m,m/s,>.6,,old
447,3674,80,MSC018,-89.8561,35.9502,SCPT,2003.10.22,,Vs,188.3938,m/s,20.55,m,m,m/s,>2.8,,old
448,3675,80,MSC019,-89.8137,35.9736,SCPT,2003.10.22,,Vs,217.5329,m/s,30.05,m,m,m/s,>4.1,,old
449,3676,80,MSC020,-89.7931,35.8758,SCPT,2003.10.22,,Vs,199.9196,m/s,19.9,m,m,m/s,>.4,,old
450,3677,80,MSC021,-89.8382,35.8957,SCPT,2003.10.22,,Vs,206.6829,m/s,20.35,m,m,m/s,>3,,old
451,3678,80,MSC022,-89.7353,35.9736,SCPT,2003.10.23,,Vs,212.4841,m/s,20.05,m,m,m/s,>3.1,,old
452,3679,80,MSC023,-89.7429,35.9953,SCPT,2003.10.23,,Vs,226.624,m/s,19.85,m,m,m/s,>4.7,,old
453,3680,80,MSC024,-89.8123,35.9465,SCPT,2003.10.23,,Vs,181.3224,m/s,18.95,m,m,m/s,>4.1,,old
454,3681,80,MSC027,-90.2871,35.9321,SCPT,2005.11.29,,Vs,207.7712,m/s,19.25,m,m,m/s,-,,old
455,3682,80,MSC029,-90.1546,35.9314,SCPT,2005.12.5,,Vs,223.0524,m/s,20.3,m,m,m/s,-,,old
456,3683,80,MSC030,-90.1958,35.8369,SCPT,2005.12.5,,Vs,214.3992,m/s,20.25,m,m,m/s,-,,old
457,3684,80,MSC031,-90.2014,35.8005,SCPT,2005.12.5,,Vs,212.8219,m/s,20.25,m,m,m/s,-,,old
458,3685,80,MSC032,-90.2442,35.7283,SCPT,2008.9.28,,Vs,199.4707,m/s,20.35,m,m,m/s,-,,old
459,3686,80,MSC034,-90.1775,35.6928,SCPT,2008.9.28,,Vs,194.4685,m/s,20.25,m,m,m/s,-,,old
460,3687,80,MSC037,-90.0884,35.6258,SCPT,2008.9.29,,Vs,202.4552,m/s,20.45,m,m,m/s,-,,old
461,3688,80,MSC038,-90.0701,35.6253,SCPT,2008.9.29,,Vs,164.8529,m/s,20.45,m,m,m/s,-,,old
462,3689,80,MSC039,-89.8289,35.8525,SCPT,2008.9.30,,Vs,158.7487,m/s,20.35,m,m,m/s,-,,old
463,3690,80,MSC040,-89.8387,35.8129,SCPT,2008.9.30,,Vs,186.0656,m/s,20.35,m,m,m/s,-,,old
464,3691,80,MSC041,-89.8387,35.7912,SCPT,2008.9.30,,Vs,189.1417,m/s,20.45,m,m,m/s,-,,old
465,3692,80,MSC042,-89.8562,35.7991,SCPT,2008.9.30,,Vs,219.4884,m/s,20.25,m,m,m/s,-,,old
466,3693,80,MSC043,-89.874,35.7988,SCPT,2008.9.30,,Vs,194.6196,m/s,19.75,m,m,m/s,-,,old
467,3694,80,MSC044,-89.9049,35.799,SCPT,2008.9.30,,Vs,182.667,m/s,20.15,m,m,m/s,-,,old
468,3695,80,MSC045,-90.0158,35.6829,SCPT,2008.10.17,,Vs,151.1968,m/s,20.15,m,m,m/s,-,,old
469,3696,80,MSC046,-90.2005,35.4811,SCPT,2008.10.18,,Vs,185.5398,m/s,20.35,m,m,m/s,-,,old
470,3697,80,MSC047,-90.1758,35.4661,SCPT,2008.10.18,,Vs,207.2943,m/s,19.95,m,m,m/s,-,,old
471,3698,80,MSC048,-90.144,35.4768,SCPT,2008.10.18,,Vs,201.0924,m/s,20.25,m,m,m/s,-,,old
472,3699,80,MSC049,-90.1213,35.5092,SCPT,2008.10.19,,Vs,218.7534,m/s,20.25,m,m,m/s,-,,old
473,3700,80,MSC050,-90.0898,35.5166,SCPT,2008.10.19,,Vs,195.2788,m/s,20.35,m,m,m/s,-,,old
474,3701,80,MSC051,-90.0814,35.4906,SCPT,2008.10.19,,Vs,154.9468,m/s,20.25,m,m,m/s,-,,old
475,3702,80,MSC052,-90.1149,35.4896,SCPT,2008.10.19,,Vs,230.8387,m/s,20.45,m,m,m/s,-,,old
476,3703,80,MSC053,-90.0895,35.5312,SCPT,2008.10.19,,Vs,192.3439,m/s,20.45,m,m,m/s,-,,old
477,3704,80,MSC054,-90.0852,35.5906,SCPT,2008.10.20,,Vs,220.0238,m/s,20.35,m,m,m/s,-,,old
478,3705,80,MSC055,-90.1163,35.5906,SCPT,2008.10.20,,Vs,124.1452,m/s,20.15,m,m,m/s,-,,old
479,3706,80,MSC056,-90.1066,35.6038,SCPT,2008.10.20,,Vs,152.8696,m/s,20.35,m,m,m/s,-,,old
480,3707,80,MSC057,-90.107,35.5514,SCPT,2008.10.20,,Vs,175.6136,m/s,20.25,m,m,m/s,-,,old
481,3708,80,MSI001,-89.3739,36.8338,SCPT,2008.10.12,,Vs,232.7865,m/s,20.15,m,m,m/s,-,,old
482,3709,80,MSI002,-89.3557,36.7594,SCPT,2008.10.12,,Vs,157.0346,m/s,18.45,m,m,m/s,-,,old
483,3710,80,MSI003,-89.3619,36.7213,SCPT,2008.10.12,,Vs,202.6621,m/s,20.25,m,m,m/s,-,,old
484,3711,80,MSI004,-89.2298,36.82,SCPT,2008.10.12,,Vs,208.6983,m/s,20.25,m,m,m/s,-,,old
485,3712,80,MSI005,-89.1987,36.8491,SCPT,2008.10.13,,Vs,172.8111,m/s,20.25,m,m,m/s,-,,old
486,3713,80,MSI006,-89.2785,36.8341,SCPT,2008.10.13,,Vs,149.579,m/s,20.25,m,m,m/s,-,,old
487,3714,80,MSI007,-89.2108,36.7366,SCPT,2008.10.13,,Vs,173.129,m/s,20.45,m,m,m/s,-,,old
488,3715,80,MSI008,-89.2426,36.696,SCPT,2008.10.13,,Vs,197.4961,m/s,20.35,m,m,m/s,-,,old
489,3716,80,MSI009,-89.284,36.7396,SCPT,2008.10.13,,Vs,205.93,m/s,20.35,m,m,m/s,-,,old
490,3717,80,NULL,-122.249,37.8288,SCPT,2000.4.18,,Vs,NULL,m/s,NULL,m,m,m/s,#N/A,,#N/A
491,3718,80,NMD001,-89.6409,36.4284,SCPT,2008.10.4,,Vs,217.0898,m/s,20.35,m,m,m/s,-,,old
492,3719,80,NMD002,-89.6691,36.4256,SCPT,2008.10.4,,Vs,219.9061,m/s,20.15,m,m,m/s,-,,old
493,3720,80,NMD003,-89.5725,36.425,SCPT,2008.10.4,,Vs,162.0997,m/s,20.35,m,m,m/s,-,,old
494,3721,80,NMD004,-89.7961,36.5839,SCPT,2008.10.5,,Vs,207.7379,m/s,20.35,m,m,m/s,-,,old
495,3722,80,NMD005,-89.8172,36.4811,SCPT,2008.10.8,,Vs,209.2158,m/s,20.25,m,m,m/s,-,,old
496,3723,80,OAK066,-122.242,37.7776,SCPT,1999.4.8,,Vs,168.6163,m/s,18.45,m,m,m/s,1.09728,,old
497,3724,80,OAK095,-122.289,37.8129,SCPT,2001.7.16,,Vs,318.5817,m/s,11.95,m,m,m/s,#N/A,,old
498,3725,80,OAK096,-122.294,37.8081,SCPT,2001.7.23,,Vs,326.1143,m/s,12.95,m,m,m/s,#N/A,,old
499,3726,80,OAK097,-122.226,37.768,SCPT,2001.7.24,,Vs,251.552,m/s,19.45,m,m,m/s,1.85928,,old
500,3727,80,OAK098,-122.234,37.7783,SCPT,2001.7.24,,Vs,246.0489,m/s,20.55,m,m,m/s,3.26136,,old
501,3728,80,OAK099,-122.239,37.7808,SCPT,2001.7.24,,Vs,257.1758,m/s,24.55,m,m,m/s,2.7432,,old
502,3729,80,OAK100,-122.227,37.7739,SCPT,2001.7.25,,Vs,247.5774,m/s,20.95,m,m,m/s,3.29184,,old
503,3730,80,OAK101,-122.296,37.8142,SCPT,2001.7.31,,Vs,241.3353,m/s,11.35,m,m,m/s,#N/A,,old
504,3731,80,OAK102,-122.302,37.8102,SCPT,2001.8.14,,Vs,290.1543,m/s,13.35,m,m,m/s,#N/A,,old
505,3732,80,OAK103,-122.281,37.8278,SCPT,2001.11.13,,Vs,232.1172,m/s,17.75,m,m,m/s,-,,old
506,3733,80,OAK104,-122.277,37.8411,SCPT,2001.11.13,,Vs,319.2363,m/s,15.55,m,m,m/s,-,,old
507,3734,80,OAK105,-122.264,37.8323,SCPT,2001.11.13,,Vs,322.8737,m/s,19.55,m,m,m/s,4.2672,,old
508,3735,80,OAK106,-122.264,37.8359,SCPT,2001.11.15,,Vs,282.3418,m/s,14.95,m,m,m/s,>1.2,,old
509,3736,80,OAK107,-122.268,37.8503,SCPT,2002.3.27,,Vs,326.4796,m/s,11.75,m,m,m/s,>3,,old
510,3737,80,OAK108,-122.258,37.8513,SCPT,2002.3.27,,Vs,324.3848,m/s,13.05,m,m,m/s,>3.5,,old
511,3738,80,OAK109,-122.228,37.844,SCPT,2002.4.10,,Vs,170.9352,m/s,14.75,m,m,m/s,#N/A,,old
512,3739,80,OAK110,-122.22,37.8374,SCPT,2002.4.10,,Vs,268.8897,m/s,13.95,m,m,m/s,8.1,,old
513,3740,80,OAK111,-122.247,37.8284,SCPT,2002.4.10,,Vs,243.3125,m/s,8.55,m,m,m/s,4.5,,old
514,3741,80,OAK112,-122.304,37.808,SCPT,2002.4.16,,Vs,307.9025,m/s,14.65,m,m,m/s,#N/A,,old
515,3742,80,OAK114,-122.289,37.8129,SCPT,2002.4.16,,Vs,311.214,m/s,12.1,m,m,m/s,#N/A,,old
516,3743,80,OAK115,-122.278,37.8096,SCPT,2002.4.23,,Vs,315.7326,m/s,20.45,m,m,m/s,#N/A,,old
517,3744,80,OAK116,-122.272,37.8094,SCPT,2002.4.23,,Vs,290.3226,m/s,15.75,m,m,m/s,#N/A,,old
518,3745,80,OAK117,-122.27,37.803,SCPT,2002.4.23,,Vs,354.6224,m/s,10.05,m,m,m/s,#N/A,,old
519,3746,80,OAK118,-122.277,37.8032,SCPT,2002.4.23,,Vs,325.3883,m/s,12.15,m,m,m/s,#N/A,,old
520,3747,80,OAK119,-122.166,37.7447,SCPT,2002.5.21,,Vs,244.0682,m/s,19.75,m,m,m/s,#N/A,,old
521,3748,80,OAK120,-122.156,37.7404,SCPT,2002.5.21,,Vs,307.2626,m/s,12.1,m,m,m/s,5.9,,old
522,3749,80,OAK121,-122.161,37.7389,SCPT,2002.5.21,,Vs,249.7911,m/s,14.95,m,m,m/s,5.1,,old
523,3750,80,OAK122,-122.175,37.7513,SCPT,2002.5.21,,Vs,293.953,m/s,15.75,m,m,m/s,3.3,,old
524,3751,80,OAK123,-122.186,37.7646,SCPT,2002.5.21,,Vs,317.0254,m/s,16.2,m,m,m/s,>1,,old
525,3752,80,OAK124,-122.18,37.7598,SCPT,2002.5.22,,Vs,293.415,m/s,19.65,m,m,m/s,2.8,,old
526,3753,80,OAK125,-122.193,37.7675,SCPT,2002.5.22,,Vs,318.3001,m/s,18.35,m,m,m/s,5.5,,old
527,3754,80,OAK126,-122.208,37.7687,SCPT,2002.5.22,,Vs,362.1409,m/s,14.75,m,m,m/s,4.9,,old
528,3755,80,OBN001,-89.4413,36.3049,SCPT,2008.10.14,,Vs,206.9141,m/s,20.35,m,m,m/s,-,,old
529,3756,80,OBN002,-89.4503,36.2827,SCPT,2008.10.14,,Vs,200.4752,m/s,20.25,m,m,m/s,-,,old
530,3757,80,OBN003,-89.4605,36.255,SCPT,2008.10.14,,Vs,160.9058,m/s,20.25,m,m,m/s,-,,old
531,3758,80,OBN004,-89.4862,36.2373,SCPT,2008.10.14,,Vs,211.2676,m/s,20.25,m,m,m/s,-,,old
532,3759,80,OCA001,-92.8199,33.6067,SCPT,2005.12.17,,Vs,276.8166,m/s,8.8,m,m,m/s,-,,old
533,3760,80,OCA002,-92.8184,33.5978,SCPT,2005.12.17,,Vs,221.2309,m/s,12.15,m,m,m/s,-,,old
534,3761,80,OCA003,-92.7828,33.6075,SCPT,2005.12.17,,Vs,222.8164,m/s,13.75,m,m,m/s,-,,old
535,3762,80,OCA004,-92.793,33.6013,SCPT,2005.12.17,,Vs,214.1204,m/s,9.25,m,m,m/s,-,,old
536,3763,80,Oak001,-122.32,37.8041,SCPT,1998.11.10,,Vs,185.7342,m/s,10.65,m,m,m/s,2.01168,,old
537,3764,80,Oak002,-122.322,37.807,SCPT,1998.11.10,,Vs,146.8995,m/s,10.85,m,m,m/s,1.46304,,old
538,3765,80,Oak005,-122.314,37.8018,SCPT,1998.11.13,,Vs,217.3303,m/s,15.5,m,m,m/s,>0.8,,old
539,3766,80,Oak006,-122.264,37.7917,SCPT,1998.11.16,,Vs,155.2158,m/s,43.15,m,m,m/s,-,,old
540,3767,80,Oak007,-122.268,37.7988,SCPT,1998.11.18,,Vs,305.5412,m/s,29.5,m,m,m/s,#N/A,,old
541,3768,80,Oak008,-122.228,37.778,SCPT,1998.11.18,,Vs,284.7252,m/s,20.15,m,m,m/s,-,,old
542,3769,80,Oak009,-122.197,37.759,SCPT,1998.11.20,,Vs,284.1031,m/s,26.45,m,m,m/s,2.286,,old
543,3770,80,Oak011,-122.207,37.7717,SCPT,1998.11.24,,Vs,326.8908,m/s,19.45,m,m,m/s,>1.2,,old
544,3771,80,Oak012,-122.231,37.8024,SCPT,1998.12.1,,Vs,284.9604,m/s,21.6,m,m,m/s,#N/A,,old
545,3772,80,Oak013,-122.201,37.7297,SCPT,1998.12.7,,Vs,196.3002,m/s,24.3,m,m,m/s,2.7432,,old
546,3773,80,Oak014,-122.26,37.8353,SCPT,1998.12.7,,Vs,218.3081,m/s,8.8,m,m,m/s,4.4196,,old
547,3774,80,Oak015,-122.276,37.825,SCPT,1998.12.8,,Vs,NULL,m/s,21.75,m,m,m/s,>2.7,,old
548,3775,80,Oak017,-122.194,37.7598,SCPT,1998.12.11,,Vs,287.4859,m/s,25.5,m,m,m/s,3.048,,old
549,3776,80,Oak018,-122.174,37.7435,SCPT,1998.12.14,,Vs,252.0784,m/s,23.65,m,m,m/s,3.9624,,old
550,3777,80,Oak019,-122.296,37.8157,SCPT,1998.12.14,,Vs,132.6381,m/s,18.95,m,m,m/s,>0.9,,old
551,3778,80,Oak020,-122.29,37.8089,SCPT,1998.12.17,,Vs,290.1907,m/s,10.65,m,m,m/s,#N/A,,old
552,3779,80,Oak021,-122.297,37.8122,SCPT,1998.12.18,,Vs,204.1362,m/s,11.45,m,m,m/s,#N/A,,old
553,3780,80,Oak022,-122.184,37.7512,SCPT,1998.12.22,,Vs,255.4206,m/s,29.45,m,m,m/s,2.92608,,old
554,3781,80,Oak023,-122.24,37.7898,SCPT,1998.12.22,,Vs,289.2122,m/s,16.3,m,m,m/s,#N/A,,old
555,3782,80,Oak024,-122.253,37.7939,SCPT,1998.12.23,,Vs,NULL,m/s,11.75,m,m,m/s,#N/A,,old
556,3783,80,Oak025,-122.257,37.8074,SCPT,1998.12.23,,Vs,291.5888,m/s,15.6,m,m,m/s,#N/A,,old
557,3784,80,Oak026,-122.2,37.7818,SCPT,1998.12.23,,Vs,340.1249,m/s,10.35,m,m,m/s,#N/A,,old
558,3785,80,Oak027,-122.163,37.749,SCPT,1999.1.5,,Vs,283.2704,m/s,12.75,m,m,m/s,>0.2,,old
559,3786,80,Oak028,-122.175,37.7363,SCPT,1999.1.5,,Vs,201.0512,m/s,7.65,m,m,m/s,4.20624,,old
560,3787,80,Oak029,-122.243,37.7915,SCPT,1999.1.6,,Vs,223.867,m/s,12.25,m,m,m/s,9.9,,old
561,3788,80,Oak030,-122.215,37.7574,SCPT,1999.1.6,,Vs,211.6402,m/s,3.2,m,m,m/s,#N/A,,old
562,3789,80,Oak031,-122.261,37.7974,SCPT,1999.1.7,,Vs,160.3261,m/s,29.5,m,m,m/s,>2.6,,old
563,3790,80,Oak032,-122.187,37.7427,SCPT,1999.1.15,,Vs,NULL,m/s,28.05,m,m,m/s,>5.6,,old
564,3791,80,Oak033,-122.179,37.7372,SCPT,1999.1.19,,Vs,251.2859,m/s,23.45,m,m,m/s,>9.0,,old
565,3792,80,Oak034,-122.175,37.7281,SCPT,1999.1.19,,Vs,208.445,m/s,15.55,m,m,m/s,>4.4,,old
566,3793,80,Oak035,-122.191,37.7379,SCPT,1999.1.20,,Vs,265.0865,m/s,17,m,m,m/s,1.43256,,old
567,3794,80,Oak036,-122.189,37.729,SCPT,1999.1.20,,Vs,173.282,m/s,11.7,m,m,m/s,-,,old
568,3795,80,Oak037,-122.222,37.7146,SCPT,1999.2.1,,Vs,166.8196,m/s,20,m,m,m/s,-,,old
569,3796,80,Oak038,-122.208,37.7202,SCPT,1999.2.1,,Vs,175.3077,m/s,18.8,m,m,m/s,-,,old
570,3797,80,Oak039,-122.203,37.715,SCPT,1999.2.2,,Vs,238.9078,m/s,35,m,m,m/s,>0.2,,old
571,3798,80,Oak040,-122.207,37.7289,SCPT,1999.2.3,,Vs,161.1134,m/s,11.75,m,m,m/s,>1.6,,old
572,3799,80,Oak041,-122.226,37.7412,SCPT,1999.2.5,,Vs,181.5757,m/s,26.55,m,m,m/s,Artesian flow,,old
573,3800,80,Oak042,-122.213,37.7091,SCPT,1999.2.5,,Vs,163.2263,m/s,17.95,m,m,m/s,>0.2,,old
574,3801,80,Oak043,-122.232,37.7109,SCPT,1999.2.8,,Vs,205.1697,m/s,30.4,m,m,m/s,>0.3,,old
575,3802,80,Oak044,-122.219,37.7023,SCPT,1999.2.8,,Vs,134.76,m/s,11.65,m,m,m/s,>0.2,,old
576,3803,80,Oak045,-122.226,37.7279,SCPT,1999.2.10,,Vs,198.4827,m/s,11.25,m,m,m/s,1.3716,,old
577,3804,80,Oak046,-122.189,37.729,SCPT,1999.2.19,,Vs,232.9365,m/s,29.35,m,m,m/s,1.61544,,old
578,3805,80,Oak047,-122.282,37.8455,SCPT,1999.2.22,,Vs,343.4203,m/s,17.25,m,m,m/s,1.49352,,old
579,3806,80,Oak048,-122.198,37.7541,SCPT,1999.2.25,,Vs,244.7421,m/s,19.55,m,m,m/s,2.62128,,old
580,3807,80,Oak049,-122.282,37.8413,SCPT,1999.3.2,,Vs,205.5921,m/s,3.75,m,m,m/s,2.86512,,old
581,3808,80,Oak050,-122.206,37.7556,SCPT,1999.3.3,,Vs,223.427,m/s,13.6,m,m,m/s,1.3716,,old
582,3809,80,Oak051,-122.211,37.7504,SCPT,1999.3.5,,Vs,126.1905,m/s,13.25,m,m,m/s,0.79248,,old
583,3810,80,Oak052,-122.204,37.743,SCPT,1999.3.5,,Vs,175.7732,m/s,17.05,m,m,m/s,1.70688,,old
584,3811,80,Oak053,-122.31,37.8102,SCPT,1999.3.11,,Vs,198.2176,m/s,12.9,m,m,m/s,2.1336,,old
585,3812,80,Oak054,-122.302,37.816,SCPT,1999.3.11,,Vs,197.2486,m/s,9.75,m,m,m/s,1.70688,,old
586,3813,80,Oak055,-122.297,37.823,SCPT,1999.3.11,,Vs,168.1139,m/s,16.65,m,m,m/s,1.18872,,old
587,3814,80,Oak056,-122.311,37.8145,SCPT,1999.3.16,,Vs,189.7766,m/s,12.4,m,m,m/s,>2.0,,old
588,3815,80,Oak057,-122.324,37.8083,SCPT,1999.3.22,,Vs,184.6796,m/s,11.5,m,m,m/s,2.37744,,old
589,3816,80,Oak058,-122.291,37.7987,SCPT,1999.3.25,,Vs,164.3672,m/s,9.65,m,m,m/s,>0.6,,old
590,3817,80,Oak059,-122.311,37.7967,SCPT,1999.3.25,,Vs,132.0344,m/s,10.3,m,m,m/s,0.79248,,old
591,3818,80,Oak060,-122.33,37.8003,SCPT,1999.3.25,,Vs,157.7653,m/s,11.55,m,m,m/s,>2.6,,old
592,3819,80,Oak061,-122.281,37.8182,SCPT,1999.3.30,,Vs,222.8009,m/s,19.25,m,m,m/s,2.80416,,old
593,3820,80,Oak062,-122.286,37.8129,SCPT,1999.3.30,,Vs,270.5105,m/s,10.65,m,m,m/s,#N/A,,old
594,3821,80,Oak064,-122.255,37.7889,SCPT,1999.4.7,,Vs,207.567,m/s,19.75,m,m,m/s,2.01168,,old
595,3822,80,Oak065,-122.245,37.7853,SCPT,1999.4.7,,Vs,170.112,m/s,19.75,m,m,m/s,1.95072,,old
596,3823,80,Oak067,-122.218,37.7649,SCPT,1999.4.15,,Vs,216.3462,m/s,15.75,m,m,m/s,1.8288,,old
597,3824,80,Oak068,-122.229,37.7691,SCPT,1999.4.15,,Vs,225.8343,m/s,15.7,m,m,m/s,3.68808,,old
598,3825,80,Oak069,-122.238,37.7772,SCPT,1999.4.19,,Vs,235.5366,m/s,16,m,m,m/s,>1.8,,old
599,3826,80,Oak070,-122.216,37.7883,SCPT,1999.4.19,,Vs,250.9684,m/s,15.55,m,m,m/s,#N/A,,old
600,3827,80,Oak071,-122.158,37.7445,SCPT,2000.3.22,,Vs,333.7718,m/s,20.3,m,m,m/s,-,,old
601,3828,80,Oak072,-122.17,37.7601,SCPT,2000.3.22,,Vs,266.915,m/s,8.6,m,m,m/s,-,,old
602,3829,80,Oak073,-122.176,37.7657,SCPT,2000.3.22,,Vs,345.0656,m/s,15,m,m,m/s,5.1816,,old
603,3830,80,Oak074,-122.184,37.7732,SCPT,2000.4.4,,Vs,268.5378,m/s,7.75,m,m,m/s,>8.1,,old
604,3831,80,Oak075,-122.216,37.8043,SCPT,2000.4.4,,Vs,237.3573,m/s,14.55,m,m,m/s,>4.0,,old
605,3832,80,Oak076,-122.261,37.8247,SCPT,2000.4.4,,Vs,249.3868,m/s,15.25,m,m,m/s,3.6576,,old
606,3833,80,Oak077,-122.203,37.7909,SCPT,2000.4.5,,Vs,351.9856,m/s,13.65,m,m,m/s,#N/A,,old
607,3834,80,Oak079,-122.264,37.8083,SCPT,2000.5.18,,Vs,212.9973,m/s,16.65,m,m,m/s,3.048,,old
608,3835,80,Oak080,-122.262,37.8113,SCPT,2000.5.18,,Vs,144.2104,m/s,17.05,m,m,m/s,1.524,,old
609,3836,80,Oak081,-122.248,37.8096,SCPT,2000.5.18,,Vs,161.2903,m/s,16.9,m,m,m/s,2.1336,,old
610,3837,80,Oak082,-122.256,37.7999,SCPT,2000.5.18,,Vs,213.5695,m/s,16.4,m,m,m/s,1.524,,old
611,3838,80,Oak083,-122.276,37.8334,SCPT,2000.8.28,,Vs,261.3049,m/s,23.75,m,m,m/s,4.572,,old
612,3839,80,Oak084,-122.269,37.8372,SCPT,2000.8.28,,Vs,256.7457,m/s,15.7,m,m,m/s,5.0292,,old
613,3840,80,Oak085,-122.272,37.8188,SCPT,2000.8.28,,Vs,237.4253,m/s,20.25,m,m,m/s,>0.9,,old
614,3841,80,Oak086,-122.22,37.7886,SCPT,2000.9.14,,Vs,268.0708,m/s,16.8,m,m,m/s,4.05384,,old
615,3842,80,Oak087,-122.224,37.7906,SCPT,2000.9.14,,Vs,299.6591,m/s,16.7,m,m,m/s,3.07848,,old
616,3843,80,Oak088,-122.222,37.7896,SCPT,2000.9.14,,Vs,289.6457,m/s,19.05,m,m,m/s,3.77952,,old
617,3844,80,Oak089,-122.267,37.8259,SCPT,2000.9.15,,Vs,267.2908,m/s,17.7,m,m,m/s,3.77952,,old
618,3845,80,Oak090,-122.266,37.8256,SCPT,2000.9.15,,Vs,247.6415,m/s,15.75,m,m,m/s,3.77952,,old
619,3846,80,Oak091,-122.264,37.8252,SCPT,2000.9.15,,Vs,291.8895,m/s,19.65,m,m,m/s,3.9624,,old
620,3847,80,Oak092,-122.268,37.8322,SCPT,2000.9.21,,Vs,301.4643,m/s,17.5,m,m,m/s,4.63296,,old
621,3848,80,Oak093,-122.265,37.8451,SCPT,2000.9.21,,Vs,292.8475,m/s,21.7,m,m,m/s,2.49936,,old
622,3849,80,Oak094,-122.186,37.7551,SCPT,2000.10.11,,Vs,276.8129,m/s,12.75,m,m,m/s,2.5908,,old
623,3850,80,POR001,-87.0074,41.6811,SCPT,2004.9.23,,Vs,252.7778,m/s,18.2,m,m,m/s,-,,old
624,3851,80,POR002,-87.003,41.6831,SCPT,2004.9.23,,Vs,236.4703,m/s,19.75,m,m,m/s,-,,old
625,3852,80,POR003,-86.9615,41.6931,SCPT,2004.9.23,,Vs,221.843,m/s,13.65,m,m,m/s,-,,old
626,3853,80,POR004,-86.9618,41.6974,SCPT,2004.9.23,,Vs,248.2123,m/s,18.05,m,m,m/s,-,,old
627,3854,80,POR005,-87.0479,41.6566,SCPT,2004.9.24,,Vs,202.7778,m/s,14.6,m,m,m/s,-,,old
628,3855,80,POR006,-87.0511,41.6598,SCPT,2004.9.24,,Vs,229.8582,m/s,14.75,m,m,m/s,-,,old
629,3856,80,POR007,-87.0607,41.6569,SCPT,2004.9.24,,Vs,228.8815,m/s,14.55,m,m,m/s,-,,old
630,3857,80,POR008,-87.0619,41.6597,SCPT,2004.9.24,,Vs,245.9691,m/s,14.95,m,m,m/s,-,,old
631,3858,80,POR009,-87.0651,41.6594,SCPT,2004.9.24,,Vs,264.7327,m/s,20.35,m,m,m/s,-,,old
632,3859,80,POR010,-87.0674,41.6541,SCPT,2004.9.25,,Vs,219.1122,m/s,23.25,m,m,m/s,-,,old
633,3860,80,POR011,-87.0695,41.6591,SCPT,2004.9.25,,Vs,242.4569,m/s,20.25,m,m,m/s,-,,old
634,3861,80,POR012,-87.0748,41.6569,SCPT,2004.9.25,,Vs,245.9995,m/s,20.6,m,m,m/s,-,,old
635,3862,80,POR013,-87.2201,41.6227,SCPT,2004.9.25,,Vs,239.1837,m/s,14.65,m,m,m/s,-,,old
636,3863,80,POR014,-87.2228,41.615,SCPT,2004.9.26,,Vs,242.479,m/s,14.75,m,m,m/s,-,,old
637,3864,80,POR015,-87.2163,41.6198,SCPT,2004.9.26,,Vs,237.1472,m/s,20.25,m,m,m/s,-,,old
638,3865,80,POR016,-87.0094,41.6547,SCPT,2004.9.26,,Vs,262.1622,m/s,14.55,m,m,m/s,-,,old
639,3866,80,POR017,-87.0096,41.6564,SCPT,2004.9.26,,Vs,254.0129,m/s,15.35,m,m,m/s,-,,old
640,3867,80,POR018,-87.0095,41.6615,SCPT,2004.9.26,,Vs,231.0718,m/s,11.75,m,m,m/s,-,,old
641,3868,80,POR019,-87.0097,41.6625,SCPT,2004.9.27,,Vs,230.0542,m/s,14.85,m,m,m/s,-,,old
642,3869,80,POR020,-87.0097,41.6798,SCPT,2004.9.27,,Vs,240.0167,m/s,17.25,m,m,m/s,-,,old
643,3870,80,POR021,-87.0096,41.6774,SCPT,2004.9.27,,Vs,228.4386,m/s,14.25,m,m,m/s,-,,old
644,3871,80,POR022,-87.0097,41.6754,SCPT,2004.9.27,,Vs,240.481,m/s,15.6,m,m,m/s,-,,old
645,3872,80,POR023,-86.9396,41.7037,SCPT,2004.9.28,,Vs,212.0641,m/s,15.75,m,m,m/s,-,,old
646,3873,80,POR024,-86.9438,41.7031,SCPT,2004.9.28,,Vs,238.7449,m/s,15.75,m,m,m/s,-,,old
647,3874,80,POR025,-86.9554,41.7011,SCPT,2004.9.28,,Vs,255.814,m/s,15.4,m,m,m/s,-,,old
648,3875,80,POT001,-90.5714,35.6854,SCPT,2008.10.10,,Vs,227.784,m/s,20.25,m,m,m/s,-,,old
649,3876,80,POT002,-90.4835,35.5794,SCPT,2008.10.10,,Vs,219.2652,m/s,20.35,m,m,m/s,-,,old
650,3877,80,POT003,-90.5375,35.5593,SCPT,2008.10.10,,Vs,227.0456,m/s,20.45,m,m,m/s,-,,old
651,3878,80,POT006,-90.3581,35.513,SCPT,2008.10.11,,Vs,193.4467,m/s,20.25,m,m,m/s,-,,old
652,3879,80,POT007,-90.322,35.5697,SCPT,2008.10.11,,Vs,221.0157,m/s,20.15,m,m,m/s,-,,old
