travelTimeArray_ID,travelTimeMeta_ID,depth,traveltime
5994,628,9.75,44.03
5995,628,11.75,52.4
5996,628,14.75,64.17
5997,629,1.75,9.92
5998,629,3.75,18.24
5999,629,5.75,29.89
6000,629,7.75,38.33
6001,629,9.75,45.68
6002,629,11.75,52.63
6003,629,14.55,63.57
6004,630,1.75,9
6005,630,3.75,17.04
6006,630,5.75,24.72
6007,630,7.75,33.44
6008,630,9.75,40.98
6009,630,11.75,48.43
6010,630,14.95,60.78
6011,631,1.75,10.17
6012,631,3.75,17.72
6013,631,5.75,26.84
6014,631,7.75,34.24
6015,631,9.75,41.38
6016,631,11.75,48.41
6017,631,13.75,56.1
6018,631,15.75,61.43
6019,631,17.75,68.5
6020,631,20.35,76.87
6021,632,1.75,9.92
6022,632,3.75,18.64
6023,632,5.75,27.09
6024,632,7.75,41.76
6025,632,9.75,53
6026,632,11.75,60.68
6027,632,13.75,70.07
6028,632,15.75,79.19
6029,632,17.75,86.97
6030,632,19.75,93.66
6031,632,21.75,100.66
6032,632,23.25,106.11
6033,633,1.75,10.7
6034,633,3.75,19.97
6035,633,5.75,29.09
6036,633,7.75,38.33
6037,633,9.75,46.86
6038,633,11.75,52.58
6039,633,13.75,58.98
6040,633,15.75,64.65
6041,633,17.75,72.85
6042,633,20.25,83.52
6043,634,1.75,10.42
6044,634,3.75,17.84
6045,634,5.75,27.09
6046,634,7.75,36.26
6047,634,9.75,44.43
6048,634,11.75,52.5
6049,634,13.75,59.55
6050,634,15.75,66.72
6051,634,17.75,74.37
6052,634,19.75,81.59
6053,634,20.6,83.74
6054,635,1.75,11.5
6055,635,3.75,20.62
6056,635,5.75,31.21
6057,635,7.75,37.26
6058,635,9.75,43.21
6059,635,11.75,51.25
6060,635,13.75,58.4
6061,635,14.65,61.25
6062,636,1.75,10.7
6063,636,3.75,18.12
6064,636,5.75,26.84
6065,636,7.75,35.31
6066,636,9.85,43.11
6067,636,11.75,50.15
6068,636,13.75,56.95
6069,636,14.75,60.83
6070,637,1.75,11.65
6071,637,3.75,20.89
6072,637,5.75,30.41
6073,637,7.75,39.26
6074,637,9.75,48.13
6075,637,11.75,55.05
6076,637,13.75,62.13
6077,637,15.75,69.6
6078,637,17.75,76.19
6079,637,20.25,85.39
6080,638,1.75,9.92
6081,638,3.75,16.12
6082,638,5.75,26.44
6083,638,7.75,34.24
6084,638,9.75,40.32
6085,638,11.75,45.96
6086,638,13.75,52.63
6087,638,14.55,55.5
6088,639,1.75,9
6089,639,3.75,21.54
6090,639,5.75,31.46
6091,639,7.75,39.26
6092,639,9.75,45.14
6093,639,11.75,50.58
6094,639,13.75,55.75
6095,639,15.35,60.43
6096,640,1.75,11.62
6097,640,3.75,18.52
6098,640,5.75,27.76
6099,640,7.75,35.84
6100,640,9.75,44.03
6101,640,11.75,50.85
6102,641,1.75,10.45
6103,641,3.75,17.84
6104,641,5.75,26.31
6105,641,7.75,34.36
6106,641,9.75,42.73
6107,641,11.75,52.13
6108,641,13.75,61.05
6109,641,14.85,64.55
6110,642,1.75,10.85
6111,642,3.75,18.52
6112,642,5.75,26.06
6113,642,7.75,36.06
6114,642,9.75,43.23
6115,642,11.75,50.4
6116,642,13.75,57.43
6117,642,15.75,66.2
6118,642,17.25,71.87
6119,643,1.75,10.17
6120,643,3.75,17.19
6121,643,5.75,26.04
6122,643,7.75,35.84
6123,643,9.75,43.91
6124,643,11.75,52.13
6125,643,13.75,60.08
6126,643,14.25,62.38
6127,644,1.75,14.02
6128,644,3.75,23.79
6129,644,5.75,30.66
6130,644,7.75,38.33
6131,644,9.75,45.71
6132,644,11.75,53.6
6133,644,13.75,59.83
6134,644,15.6,64.87
6135,645,1.75,13.74
6136,645,3.75,23.02
6137,645,5.75,33.19
6138,645,7.75,44.16
6139,645,9.75,51.05
6140,645,11.75,59.95
6141,645,13.75,68.4
6142,645,15.75,74.27
6143,646,1.75,8.32
6144,646,3.75,15.74
6145,646,5.75,23.94
6146,646,7.75,32.14
6147,646,9.75,39.13
6148,646,11.75,51.53
6149,646,13.75,59.35
6150,646,15.75,65.97
6151,647,1.75,8.85
6152,647,3.75,15.74
6153,647,5.75,24.32
6154,647,7.75,33.06
6155,647,9.75,39.93
6156,647,11.75,46.58
6157,647,13.75,55.38
6158,647,15.4,60.2
6159,648,1.75,10.55
6160,648,3.75,18.51
6161,648,5.8,28.67
6162,648,7.75,37.11
6163,648,9.75,45.39
6164,648,11.75,53.67
6165,648,13.75,62.18
6166,648,15.75,71.25
6167,648,17.75,78.9
6168,648,19.75,86.79
6169,648,20.25,88.9
6170,649,1.75,10.62
6171,649,3.75,19.53
6172,649,5.75,30.62
6173,649,7.75,40.31
6174,649,9.75,49.14
6175,649,11.75,57.34
6176,649,13.75,65.78
6177,649,15.75,74.53
6178,649,17.75,82.65
6179,649,19.75,90.31
6180,649,20.35,92.81
6181,650,1.75,9.61
6182,650,3.75,17.81
6183,650,5.75,27.42
6184,650,7.75,36.17
6185,650,9.75,45
6186,650,11.75,54.45
6187,650,13.75,61.87
6188,650,15.75,70.78
6189,650,17.75,78.82
6190,650,19.75,87.42
6191,650,20.45,90.07
6192,651,1.75,15.39
6193,651,3.75,24.61
6194,651,5.75,35.62
6195,651,7.75,47.34
6196,651,9.75,57.03
6197,651,11.75,66.64
6198,651,13.75,75.85
6199,651,15.75,85.7
6200,651,17.75,93.67
6201,651,19.75,102.42
6202,651,20.25,104.68
6203,652,1.75,13.67
6204,652,3.75,23.05
6205,652,5.75,33.04
6206,652,7.75,41.64
6207,652,9.75,50.07
6208,652,11.75,58.59
6209,652,13.75,66.71
6210,652,15.75,74.6
6211,652,17.75,82.65
6212,652,19.75,89.76
6213,652,20.15,91.17
6214,653,1.75,8.2
6215,653,3.75,17.81
6216,653,5.75,24.14
6217,653,7.75,31.48
6218,653,9.75,39.84
6219,653,11.75,47.73
6220,653,13.75,55.78
6221,653,15.75,63.51
6222,653,17.75,70.62
6223,653,19.75,79.29
6224,653,20.35,81.79
6225,654,1.75,11.48
6226,654,3.75,21.48
6227,654,5.75,31.09
6228,654,7.75,40.08
6229,654,9.75,49.06
6230,654,11.75,57.18
6231,654,13.75,66.25
6232,654,15.75,74.14
6233,654,17.75,82.03
6234,654,19.75,90.78
6235,654,20.35,93.35
6236,655,1.75,13.59
6237,655,3.75,23.75
6238,655,5.75,33.83
6239,655,7.75,43.2
6240,655,9.75,51.4
6241,655,11.75,59.92
6242,655,13.75,68.67
6243,655,15.75,77.89
6244,655,17.75,86.17
6245,655,19.75,94.06
6246,655,20.25,96.32
6247,656,1.75,10.31
6248,656,3.75,18.44
6249,656,5.75,27.19
6250,656,7.75,36.87
6251,656,9.75,45.54
6252,656,11.75,54.06
6253,656,13.75,62.18
6254,656,15.75,69.29
6255,656,17.75,76.09
6256,656,19.75,84.14
6257,656,20.35,86.4
6258,657,1.75,11.56
6259,657,3.75,19.92
6260,657,7.75,38.98
6261,657,9.75,48.43
6262,657,11.75,56.95
6263,657,13.75,64.92
6264,657,15.75,72.65
6265,657,17.75,81.24
6266,657,19.75,89.84
6267,657,20.15,90.7
6268,658,1.75,14.76
6269,658,3.75,26.64
6270,658,5.75,35.86
6271,658,7.75,46.01
6272,658,9.75,56.25
6273,658,11.75,64.21
6274,658,13.75,72.73
6275,658,15.75,78.9
6276,658,17.75,86.17
6277,658,19.75,94.21
6278,659,1.75,12.97
6279,659,3.75,25.78
6280,659,5.75,40.54
6281,659,7.75,54.22
6282,659,9.75,64.37
6283,659,11.75,72.42
6284,659,13.75,79.37
6285,659,15.75,86.48
6286,659,17.75,93.59
6287,659,19.75,101.01
6288,659,21.75,107.73
6289,659,23.45,113.51
6290,660,1.75,13.28
6291,660,3.75,26.48
6292,660,5.75,39.84
6293,660,7.75,48.9
6294,660,9.75,57.65
6295,660,11.75,66.17
6296,660,13.75,73.51
6297,660,15.75,81.32
6298,660,17.75,88.51
6299,660,19.75,96.56
6300,660,20.05,97.65
6301,661,1.75,12.58
6302,661,3.75,24.61
6303,661,5.75,37.34
6304,661,7.75,48.51
6305,661,9.75,59.53
6306,661,11.75,67.18
6307,661,13.75,75
6308,661,15.75,81.87
6309,661,17.75,88.9
6310,661,19.75,95.93
6311,661,20.35,97.81
6312,662,1.75,11.33
6313,662,3.75,25.08
6314,662,5.75,39.14
6315,662,7.75,51.4
6316,662,9.75,60.46
6317,662,11.75,68.98
6318,662,13.75,78.59
6319,662,15.75,86.01
6320,662,17.75,93.51
6321,662,19.95,100.85
6322,663,1.75,11.64
6323,663,3.75,21.25
6324,663,5.75,35.62
6325,663,7.75,48.9
6326,663,9.75,58.67
6327,663,11.75,68.12
6328,663,13.75,76.79
6329,663,15.75,84.84
6330,663,17.75,93.98
6331,663,19.75,102.96
6332,663,20.45,105.62
6333,664,1.75,12.03
6334,664,3.75,21.33
6335,664,5.75,30.31
6336,664,7.75,40.78
6337,664,9.75,51.48
6338,664,11.75,59.84
6339,664,13.75,67.65
6340,664,15.75,75.46
6341,664,17.75,84.29
6342,664,19.75,93.04
6343,664,20.45,96.17
6344,665,1.75,10.34
6345,665,3.75,20.55
6346,665,5.75,32.19
6347,665,7.75,43.59
6348,665,9.75,53.51
6349,665,11.75,62.96
6350,665,13.75,72.18
6351,665,15.75,79.45
6352,665,17.75,86.64
6353,665,19.75,95.62
6354,665,20.45,98.04
6355,666,1.75,10.39
6356,666,3.75,25
6357,666,5.75,39.76
6358,666,7.75,52.89
6359,666,9.75,61.79
6360,666,11.75,70.85
6361,666,13.75,79.14
6362,666,15.75,87.81
6363,666,17.75,95.85
6364,666,19.75,103.98
6365,666,20.3,105.7
6366,667,1.75,12.97
6367,667,3.75,24.61
6368,667,5.75,38.51
6369,667,7.75,51.95
6370,667,9.75,62.18
6371,667,11.75,71.87
6372,667,13.75,80.93
6373,667,15.75,89.13
6374,667,17.75,97.03
6375,667,19.75,104.21
6376,667,20.4,106.56
6377,668,1.75,15.39
6378,668,3.75,31.64
6379,668,5.75,46.09
6380,668,7.75,62.96
6381,668,9.75,74.68
6382,668,11.75,84.21
6383,668,13.75,94.53
6384,668,15.75,102.96
6385,668,17.75,111.32
6386,668,19.75,119.13
6387,668,20.35,122.2
6388,669,1.75,11.41
6389,669,3.75,22.5
6390,669,5.75,35.54
6391,669,7.75,45.31
6392,669,9.75,55.62
6393,670,1.75,13.91
6394,670,3.75,25.62
6395,670,5.75,38.9
6396,670,7.75,49.84
6397,670,9.75,60.31
6398,670,11.75,69.14
6399,670,13.75,77.5
6400,670,15.75,86.24
6401,670,17.75,93.35
6402,670,19.75,101.24
6403,670,20.45,104.13
6404,671,1.75,12.11
6405,671,3.75,21.95
6406,671,5.75,31.79
6407,671,7.75,43.2
6408,671,9.75,53.75
6409,671,11.75,62.11
6410,671,13.75,70.39
6411,671,15.75,79.06
6412,671,17.75,87.49
6413,671,18.7,92.18
6414,672,1.75,16.17
6415,672,3.75,29.92
6416,672,5.75,45.54
6417,672,7.75,61.01
6418,672,9.75,74.29
6419,672,11.75,81.48
6420,672,13.75,89.45
6421,672,15.75,96.87
6422,672,17.75,105.62
6423,672,19.75,113.74
6424,672,20.35,116.16
6425,673,1.75,13.67
6426,673,3.75,26.01
6427,673,5.75,41.4
6428,673,7.75,50.86
6429,673,9.75,59.76
6430,673,11.75,68.59
6431,673,13.75,79.29
6432,673,15.75,87.18
6433,673,17.75,93.51
6434,673,19.75,101.01
6435,673,20.15,103.04
6436,674,1.75,11.41
6437,674,3.75,25.78
6438,674,5.75,39.29
6439,674,7.75,51.72
6440,674,9.75,65.46
6441,674,11.75,74.53
6442,674,13.75,82.34
6443,674,15.75,89.84
6444,674,17.75,97.49
6445,674,19.75,105.85
6446,674,20.35,107.96
6447,675,1.75,12.5
6448,675,3.75,26.48
6449,675,5.75,41.25
6450,675,7.75,58.36
6451,675,9.75,74.29
6452,675,11.75,90.85
6453,675,13.75,106.95
6454,675,15.75,116.4
6455,675,17.75,124.84
6456,675,19.75,132.26
6457,675,20.25,134.29
6458,676,1.75,13.91
6459,676,3.75,25.86
6460,676,5.75,36.79
6461,676,7.75,44.92
6462,676,9.75,53.59
6463,676,11.75,60.86
6464,676,13.75,68.67
6465,676,15.75,77.03
6466,676,17.75,84.99
6467,676,19.75,92.88
6468,676,20.35,95.38
6469,677,1.75,8.59
6470,677,3.75,20.86
6471,677,5.75,33.51
6472,677,7.75,42.26
6473,677,9.75,50.62
6474,677,11.75,59.29
6475,677,13.75,67.18
6476,677,15.75,76.09
6477,677,17.75,83.82
6478,677,19.75,19.75
6479,677,20.45,95.78
6480,678,1.75,15
6481,678,3.75,25.78
6482,678,5.75,36.79
6483,678,7.75,46.17
6484,678,9.75,55.31
6485,678,11.75,63.51
6486,678,13.75,71.56
6487,678,15.75,79.45
6488,678,17.75,87.42
6489,678,19.75,96.24
6490,678,20.35,98.35
6491,679,1.75,14.14
6492,679,3.75,24.69
6493,679,5.75,35.08
6494,679,7.75,45.39
6495,679,9.75,54.22
6496,679,11.75,63.36
6497,679,13.75,71.25
6498,679,15.75,78.35
6499,679,17.75,85.23
6500,679,19.75,92.81
6501,679,20.35,94.92
6502,680,1.75,14.84
6503,680,3.75,28.51
6504,680,5.75,39.92
6505,680,7.75,49.14
6506,680,9.75,60.86
6507,680,12.2,72.1
6508,680,13.75,77.65
6509,680,15.75,85.07
6510,680,17.75,91.79
6511,680,19.75,98.67
6512,681,1.75,11.25
6513,681,3.75,22.07
6514,681,5.75,33.99
6515,681,7.75,41.63
6516,681,8.45,44.28
6517,682,1.75,8.6
6518,682,3.75,18.37
6519,682,5.75,27.76
6520,682,7.75,35.69
6521,682,9.75,42.91
6522,682,11.75,49.56
6523,682,13.75,57.78
6524,682,15.35,63.1
6525,683,1.75,10.32
6526,683,3.75,18.89
6527,683,5.75,29.74
6528,683,7.75,39.01
6529,683,9.75,46.28
6530,683,11.75,53.18
6531,683,13.75,60.43
6532,683,14.45,63.07
6533,684,1.75,11.37
6534,684,3.75,20.37
6535,684,5.75,33.99
6536,684,7.75,52.6
6537,684,9.75,69.27
6538,684,11.75,85.67
6539,684,13.75,102.06
6540,684,15.75,120.05
6541,684,19.75,143.42
6542,685,1.75,12.57
6543,685,3.75,19.44
6544,685,5.75,27.76
6545,685,7.75,36.36
6546,685,9.75,44.96
6547,685,11.75,54.75
6548,685,14.6,68.25
6549,686,1.75,12.17
6550,686,4.55,23.14
6551,686,5.75,27.36
6552,686,7.75,34.76
6553,686,9.75,43.03
6554,686,11.75,50.93
6555,686,13.75,60.85
6556,686,16.2,70.7
6557,686,17.75,79.04
6558,686,19.75,87.94
6559,687,1.75,12.57
6560,687,4.25,27.11
6561,687,5.75,35.16
6562,687,7.75,44.68
6563,687,9.75,54.04
6564,687,11.75,61.9
6565,687,13.75,69.42
6566,687,15.75,77.59
6567,687,17.75,85.09
6568,687,20.55,96.19
6569,688,3.8,24.87
6570,688,5.75,40.58
6571,688,7.75,57.6
6572,688,9.75,71.52
6573,688,11.75,81.82
6574,688,13.75,91.81
6575,688,15.75,103.21
6576,688,17.75,113.83
6577,688,20.55,131.12
6578,689,1.75,11.1
6579,689,3.75,18.37
6580,689,5.75,26.84
6581,689,7.75,33.84
6582,689,10.55,45.73
6583,689,11.75,51.48
6584,689,13.75,60.23
6585,689,15.75,67.52
6586,689,17.75,76.14
6587,689,20.25,85.24
6588,690,1.75,12.3
6589,690,3.75,19.69
6590,690,5.75,29.61
6591,690,7.75,40.58
6592,690,9.75,51.18
6593,690,11.9,61.3
6594,690,13.75,69.82
6595,690,15.75,78.02
6596,690,17.25,84.24
6597,691,1.75,11.9
6598,691,3.75,20.22
6599,691,5.75,28.96
6600,691,7.75,39.26
6601,691,9.75,49.06
6602,691,11.75,58.38
6603,691,13.75,67.3
6604,691,15.75,75.14
6605,691,17.75,83.52
6606,692,1.75,12.57
6607,692,3.75,22.34
6608,692,5.75,32.39
6609,692,7.75,42.58
6610,692,9.75,52.48
6611,692,11.75,59.25
6612,692,13.75,67.42
6613,692,14.55,71.12
6614,693,1.8,10.45
6615,693,3.75,21.29
6616,693,5.75,29.89
6617,693,7.75,39.78
6618,693,9.75,48.91
6619,693,11.75,57.35
6620,693,13.75,65.67
6621,693,15.75,74
6622,693,17.75,82.64
6623,693,19.75,90.11
6624,694,1.75,8.2
6625,694,3.75,18.89
6626,694,5.75,28.29
6627,694,7.75,38.21
6628,694,9.75,47.86
6629,694,11.75,56.23
6630,694,13.75,65.97
6631,694,15.7,75.14
6632,695,1.75,9.92
6633,695,3.75,20.09
6634,695,5.75,28.29
6635,695,7.75,37.41
6636,695,9.75,46.71
6637,695,11.75,55.15
6638,695,13.75,64.17
6639,695,15.75,73.42
6640,695,17.25,80.19
6641,696,1.75,11.5
6642,696,3.75,18.12
6643,696,5.75,25.91
6644,696,7.75,35.44
6645,696,9.75,46.06
6646,696,11.75,54.43
6647,696,13.75,63.35
6648,696,15.75,71.25
6649,696,17.75,79.89
6650,696,19.75,87.84
6651,696,21.75,96.34
6652,696,23.75,104.08
6653,696,25.75,112.73
6654,696,27.75,119.7
6655,696,29.75,127.95
6656,696,31.75,135.2
6657,696,33.75,144.72
6658,696,35.75,152.94
6659,696,37.45,159.11
6660,697,1.75,12.17
6661,697,3.75,17.59
6662,697,5.75,24.99
6663,697,7.75,34.51
6664,697,9.75,44.61
6665,697,11.75,54.43
6666,697,13.75,63.22
6667,697,15.75,72.27
6668,697,18.45,83.64
6669,698,1.75,10.45
6670,698,3.75,21.02
6671,698,5.75,43.88
6672,698,7.75,68.72
6673,698,9.75,93.31
6674,698,11.75,114.6
6675,698,13.75,128.4
6676,698,15.75,138.54
6677,698,17.75,150.46
6678,698,19.75,165.93
6679,698,22.25,176.43
6680,699,1.75,10.17
6681,699,3.75,23.14
6682,699,5.75,41.91
6683,699,7.75,60.03
6684,699,9.75,83.09
6685,699,11.75,102.41
6686,699,13.75,117.43
6687,699,15.75,126.97
6688,699,17.75,137.17
6689,699,20.45,151.16
6690,700,1.75,11.25
6691,700,3.75,22.22
6692,700,5.75,38.73
6693,700,7.75,58.4
6694,700,9.75,79.84
6695,700,11.75,101.38
6696,700,13.75,125.25
6697,700,15.75,145.04
6698,700,17.75,156.41
6699,700,20.45,171.33
6700,701,1.75,10.45
6701,701,3.75,22.74
6702,701,5.75,34.76
6703,701,7.75,48.81
6704,701,9.75,64.42
6705,701,11.75,80.27
6706,701,13.75,96.01
6707,701,15.75,109.86
6708,701,17.75,121.5
6709,701,20.35,131.95
6710,702,1.75,10.05
6711,702,3.75,19.44
6712,702,5.75,31.99
6713,702,7.75,51.65
6714,702,9.75,66.72
6715,702,11.75,83.22
6716,702,13.75,100.38
6717,702,15.75,117.2
6718,702,17.75,125.9
6719,702,20.55,136.82
6720,703,1.75,10.57
6721,703,3.75,22.22
6722,703,5.75,36.09
6723,703,7.75,51.65
6724,703,9.75,68.42
6725,703,11.75,82.94
6726,703,13.75,92.64
6727,703,15.75,102.41
6728,703,17.75,110.58
6729,703,18.65,113.93
6730,704,1.75,10.45
6731,704,3.75,19.17
6732,704,5.75,34.64
6733,704,7.75,47.96
6734,704,9.75,57.68
6735,704,11.75,67.67
6736,704,13.75,76.44
6737,704,15.75,85.67
6738,704,17.75,92.81
6739,704,20.2,102.93
6740,705,1.75,11.25
6741,705,3.75,21.54
6742,705,5.75,30.14
6743,705,7.75,39.01
6744,705,9.75,46.61
6745,705,11.75,54.9
6746,705,13.75,63.22
6747,705,15.75,71.4
6748,705,17.45,79.47
6749,706,1.75,11.5
6750,706,3.75,19.84
6751,706,5.75,29.09
6752,706,7.75,38.21
6753,706,9.75,47.18
6754,706,11.75,56.45
6755,706,13.75,65.62
6756,706,15.75,71.82
6757,706,18.15,80.47
6758,707,1.75,13.34
6759,707,3.75,22.34
6760,707,5.75,29.74
6761,707,7.75,38.73
6762,707,9.75,47.26
6763,707,11.75,55.63
6764,707,14.15,66.22
6765,708,1.75,10.97
6766,708,3.75,17.72
6767,708,5.75,30.26
6768,708,7.75,40.53
6769,708,9.75,48.13
6770,708,11.75,57.68
6771,708,13.75,65.02
6772,708,15.75,73.2
6773,708,17.75,81.49
6774,708,19.25,87.69
6775,709,1.75,11.5
6776,709,3.75,20.09
6777,709,5.75,26.84
6778,709,7.75,35.56
6779,709,9.75,43.41
6780,709,10.75,48.28
6781,710,1.75,10.57
6782,710,3.75,17.97
6783,710,5.75,26.31
6784,710,7.75,34.51
6785,710,9.75,42.18
6786,710,11.75,50.48
6787,710,13.75,59.5
6788,710,14.65,63.35
6789,711,1.75,10.05
6790,711,3.75,17.59
6791,711,5.75,25.64
6792,711,7.75,34.64
6793,711,9.75,42.83
6794,711,11.75,52
6795,711,13.75,59.7
6796,711,14.75,63.45
6797,712,1.75,14.02
6798,712,3.75,21.82
6799,712,5.75,32.14
6800,712,7.75,39.13
6801,712,9.75,45.78
6802,712,11.75,55.15
6803,712,13.75,62.25
6804,712,15.25,69.7
6805,713,1.75,12.02
6806,713,3.75,23.02
6807,713,5.75,31.59
6808,713,7.75,40.18
6809,713,9.75,50.3
6810,713,11.45,56.7
6811,714,1.75,12.82
6812,714,3.75,25.24
6813,714,5.75,34.64
6814,714,7.75,43.11
6815,714,9.75,51.58
6816,714,11.75,61.5
6817,714,13.35,67.67
6818,715,3.75,22.07
6819,715,5.75,32.26
6820,715,7.75,41.11
6821,715,9.75,51.43
6822,715,11.75,62.03
6823,715,13.75,71.4
6824,715,15.75,81.07
6825,715,17.75,90.71
6826,715,20.65,100.56
6827,716,1.75,11.77
6828,716,3.75,19.69
6829,716,5.75,29.74
6830,716,7.75,39.93
6831,716,9.75,49.41
6832,716,11.75,58.15
6833,716,13.75,67.17
6834,716,15.75,78.02
6835,716,18.45,90.29
6836,717,1.75,10.7
6837,717,3.75,21.29
6838,717,5.75,32.14
6839,717,7.75,41.71
6840,717,9.75,52.3
6841,717,11.75,62.13
6842,717,13.75,71.02
6843,717,15.75,80.77
6844,717,17.75,88.11
6845,717,19.55,95.01
6846,718,1.75,12.42
6847,718,3.75,22.22
6848,718,5.75,31.49
6849,718,7.75,40.33
6850,718,9.75,50.15
6851,718,11.75,60.68
6852,718,13.25,67.9
6853,719,1.75,11.1
6854,719,3.75,20.89
6855,719,5.75,29.49
6856,719,7.75,37.93
6857,719,9.75,46.16
6858,719,11.75,55.98
6859,719,14.15,66.47
6860,720,1.75,11.1
6861,720,3.75,20.49
6862,720,5.75,29.89
6863,720,7.75,38.61
6864,720,9.75,48.53
6865,720,11.75,57.68
6866,720,13.75,66.35
6867,720,16.35,77.44
6868,721,1.75,11.1
6869,721,3.75,23.27
6870,721,5.75,34.36
6871,721,7.75,46.28
6872,721,9.75,58.5
6873,721,11.75,69.82
6874,721,13.75,79.62
6875,721,16.3,93.66
6876,722,1.75,12.94
6877,722,3.75,22.22
6878,722,5.75,33.31
6879,722,7.75,47.06
6880,722,9.75,62.25
6881,722,11.75,74.27
6882,722,13.75,87.99
6883,722,15.75,100.38
6884,722,17.75,113.18
6885,722,19.25,121.63
6886,723,1.75,10.7
6887,723,3.75,21.14
6888,723,5.75,30.81
6889,723,7.75,40.06
6890,723,9.75,49.58
6891,723,11.75,57.38
6892,723,13.55,65.5
6893,724,1.75,11.25
6894,724,3.75,20.09
6895,724,5.75,32.26
6896,724,7.75,47.86
6897,724,9.75,61.6
6898,724,11.75,77.07
6899,724,13.75,92.81
6900,724,15.75,107.41
6901,724,17.75,120.43
6902,724,20.55,142.34
6903,725,1.75,10.05
6904,725,3.75,19.57
6905,725,5.75,30.26
6906,725,7.75,45.33
6907,725,9.75,60.2
6908,725,11.75,73.92
6909,725,13.75,88.61
6910,725,15.75,102.78
6911,725,17.75,114.65
6912,725,20.55,133.25
6913,726,1.75,10.45
6914,726,3.75,19.44
6915,726,5.75,28.04
6916,726,7.75,42.83
6917,726,9.75,59.73
6918,726,11.75,75.87
6919,726,13.75,91.81
6920,726,15.75,107.41
6921,726,17.75,122.48
6922,726,19.25,132.82
6923,727,1.75,11.77
6924,727,3.75,18.77
6925,727,5.75,34.24
6926,727,7.75,51.5
6927,727,9.75,72.92
6928,727,11.75,93.89
6929,727,13.75,110.43
6930,727,15.75,127.65
6931,727,17.75,143.32
6932,727,19.25,154.79
6933,728,1.75,9.77
6934,728,3.75,19.04
6935,728,5.75,26.31
6936,728,7.75,36.89
6937,728,9.75,46.58
6938,728,11.75,55.38
6939,728,13.75,63.1
6940,728,15.75,71.65
6941,728,17.75,79.12
6942,728,18.15,81.49
6943,729,1.75,10.7
6944,729,3.75,19.29
6945,729,5.75,36.89
6946,729,7.75,60.08
6947,729,9.75,80.49
6948,729,11.75,101.73
6949,729,13.75,120.43
6950,729,15.75,139.22
6951,729,17.75,154.84
6952,729,20.35,175.48
6953,730,1.75,10.57
6954,730,3.75,18.12
6955,730,5.75,28.56
6956,730,7.75,49.31
6957,730,9.75,69.97
6958,730,11.75,91.29
6959,730,13.75,111.31
6960,730,15.75,131.2
6961,730,17.75,150.24
6962,730,18.25,154.34
6963,731,1.75,10.97
6964,731,3.75,18.12
6965,731,5.75,25.39
6966,731,7.75,42.73
6967,731,9.75,65.77
6968,731,11.75,89.14
6969,731,13.75,109.13
6970,731,15.75,129.47
6971,731,17.75,146.12
6972,731,19.75,161.34
6973,732,1.8,11.5
6974,732,3.75,23.14
6975,732,5.75,40.58
6976,732,7.75,62.7
6977,732,9.75,85.77
6978,732,11.75,108.76
6979,732,13.75,127.9
6980,732,15.75,145.67
6981,732,17.75,162.78
6982,732,19.55,176.1
6983,733,1.75,13.09
6984,733,3.75,29.34
6985,733,5.75,45.76
6986,733,7.75,60.3
6987,733,9.75,73.7
6988,733,11.75,86.54
6989,733,13.75,100.06
6990,733,15.75,113.3
6991,733,17.75,124.63
6992,733,19.45,132.07
6993,734,1.75,6.72
6994,734,3.75,11.64
6995,734,5.75,37.11
6996,734,7.75,48.43
6997,734,9.75,62.34
6998,734,11.75,78.2
6999,734,13.75,90.23
7000,734,15.75,97.81
7001,734,17.3,105.15
7002,735,1.75,12.58
7003,735,3.75,25.39
7004,735,5.75,42.5
7005,735,7.75,57.34
7006,735,9.75,68.59
7007,735,11.75,78.51
7008,735,13.75,86.87
7009,735,15.75,92.88
7010,735,16,93.98
7011,736,1.75,14.53
7012,736,3.75,30.54
7013,736,5.75,45.08
7014,736,7.75,59.14
7015,736,9.75,72.34
7016,736,11.75,83.35
7017,736,13.75,91.17
7018,736,15.75,97.1
7019,737,1.75,12.26
7020,737,3.75,28.44
7021,737,5.75,42.11
7022,737,7.75,53.28
7023,737,9.75,63.36
7024,737,11.75,76.17
7025,737,13.75,88.28
7026,737,15.75,96.79
7027,737,17.05,101.87
7028,738,1.75,15.78
7029,738,3.75,31.09
7030,738,5.75,42.73
7031,738,7.95,57.73
7032,738,9.75,68.51
7033,738,11.75,80.62
7034,738,13.75,91.17
7035,738,15.75,99.45
7036,738,17.45,104.21
7037,739,1.75,17.73
7038,739,3.75,34.22
7039,739,5.75,48.67
7040,739,7.75,62.26
7041,739,9.75,76.64
7042,739,11.75,90.7
7043,739,13.75,104.6
7044,739,15.45,111.29
7045,740,1.75,14.14
7046,740,3.75,22.03
7047,740,5.75,44.53
7048,740,7.75,57.26
7049,740,9.75,71.32
7050,740,11.75,83.51
7051,740,13.75,92.81
7052,740,14.9,96.56
7053,741,1.75,14.69
7054,741,3.75,33.28
7055,741,5.75,45.86
7056,741,7.75,59.45
7057,741,9.75,74.14
7058,741,11.75,87.42
7059,741,13.75,97.73
7060,741,15.75,107.34
7061,742,1.75,16.25
7062,742,3.75,31.56
7063,742,5.75,43.83
7064,742,7.75,55
7065,742,9.75,68.59
7066,742,11.75,82.49
7067,742,13.75,96.24
7068,742,15.75,108.98
7069,742,17.1,112.96
